chirp_mass,mass_ratio,luminosity_distance,phase,theta_jn,dec,psi,phi
0.33135444,0.008481124,0.58767754,-1.3123511,-0.29418027,1.0937097,0.32208142,1.5524012
1.3080808,-0.9093155,0.9727807,0.14599743,-0.11663242,1.5893806,0.5530672,1.313999
-1.7942317,-0.270631,0.8700244,-0.5160198,-0.32082394,1.3385458,0.033156596,1.7380571
0.72319436,1.6571193,1.0540676,1.2530421,0.11320538,2.9041846,1.1203693,-0.04552926
-0.76500696,1.0114623,1.0905322,-0.7565917,-0.31170246,0.69636863,-1.0236286,1.5108877
0.73188096,1.4874951,1.021176,0.24825473,0.13111854,2.1987033,1.5521094,0.14514786
-1.7264074,-0.5709509,0.6990276,-1.3505156,0.06772185,1.7457403,-3.009056,0.058089886
-0.6719075,1.3354251,0.3009746,-1.4355631,0.17495234,2.3773613,-0.4536816,0.52447015
-1.1361135,0.19926172,0.8234229,1.2703757,0.6736721,0.4175918,-0.8785655,0.4716771
-0.1972306,1.4747726,0.4146249,1.1126088,0.042468872,0.255257,-0.8395797,0.7685378
0.32099214,-1.5645542,0.8552722,2.0318992,0.12919196,1.7751995,-1.3348275,1.5103247
1.3191427,0.9904127,0.61278075,-0.14995898,-0.15325695,0.6007224,-1.3278376,0.5796928
1.0132428,0.47880968,-0.29708204,-0.81146324,-0.047701646,1.6630429,-1.31879,-0.41563022
1.1126417,0.14322366,-0.34952363,-1.3102539,0.011499018,1.3070362,-0.4801284,-0.65360594
-0.38324362,-0.4089378,1.0164862,0.2112083,0.07957436,2.466869,-0.55603415,-0.3535558
1.3285147,-0.48014793,0.7666662,-1.5512539,0.14601685,1.0997956,1.6406025,1.6624423
-0.72077215,-0.42321956,0.76778704,0.21875069,-0.054656014,0.51938987,0.4305006,-0.024680182
-1.8561559,0.15176244,0.5493583,-0.26537263,-0.0900409,0.75785726,-1.0541643,1.5185939
-1.1617094,0.6719877,0.49489924,-1.0689591,-0.062284373,1.144159,-2.546873,-1.8480583
-0.17775701,-0.5575105,0.036229204,1.0331464,0.17973807,0.732162,-0.38135603,-0.12044751
0.674254,1.6896245,0.11162239,-0.18083268,0.07428256,0.5788442,-1.5984266,0.6961671
1.2256604,-0.49542484,0.8586591,-0.18746139,0.10602591,0.3291005,-1.1302824,0.08608322
0.10379002,0.24036415,1.20466,1.4064747,0.10145479,1.3180928,1.0597234,0.000804342
1.0895203,-1.1449593,1.0729681,1.6745336,0.3361485,0.9075993,0.9863915,1.7306781
1.3410231,-1.5076622,0.6632084,0.42940208,-0.09655471,0.28161347,-0.12074827,0.7493821
-0.27082363,0.2526419,0.75873107,0.85941905,0.033139165,3.5594897,0.2843578,-0.92430764
1.1363266,-0.17145906,-0.32762262,0.5097083,-0.13866201,-0.3520502,-0.02170432,0.6365423
-0.60413843,-1.4076685,1.2609549,-0.66141754,0.08139681,0.8289669,-0.4991752,1.0705624
0.15486118,1.0935336,0.6138782,0.25595447,0.13497776,0.73460567,-1.3247887,0.9610513
0.646606,1.5778328,0.65876913,0.08321481,0.19725345,2.62078,0.8325717,-0.5865087
-1.9572872,0.45468336,0.80423313,1.1464618,-0.78526974,2.053308,0.8963552,-0.03411014
-0.8893043,-0.61399245,1.357641,1.7340952,0.28959346,2.3055937,0.889668,-0.98029184
1.0614879,-1.028483,0.63426536,-0.70185643,0.20344125,1.3540326,1.0750226,1.1175263
0.85428184,0.02814497,-0.72371364,0.12489788,-0.048092574,-0.25130415,0.5757896,0.969372
-0.10037879,-0.8691623,1.0358592,0.799497,-0.15825233,1.8626927,-1.5591938,-0.051901743
0.9895716,-1.58034,0.8324589,0.25861725,-0.2705073,1.76385,0.80035996,0.12266214
0.54948634,-0.57015985,0.17617573,-0.6277305,0.3902146,1.125222,-0.66126186,1.7334406
0.55788416,1.4093175,1.100585,-0.7305537,0.2565342,0.6283198,-0.3486613,1.6842489
-0.879768,0.8669247,0.07905051,-0.049574547,0.14942035,3.6975675,-0.4078942,-0.910362
-1.2953161,-1.7034726,1.0737292,0.21095216,0.2708845,2.6904137,1.5473292,-1.2242501
-1.2267119,-0.87517256,1.1498299,-0.20613174,-0.22792408,2.046073,2.757563,-0.7969492
-1.4615966,1.1912794,1.2247764,-0.34279585,-0.9094732,1.4211298,-0.3960374,1.6929824
0.9732511,-0.3662987,1.0899403,-0.9703677,0.088921286,2.0957222,2.5072646,0.18412557
0.43639883,-1.7797174,0.88141894,0.58019364,-0.5321063,1.9085114,-1.6288773,-0.47712097
0.73240584,1.4142412,0.7758296,0.573223,-0.04850164,2.8082657,1.4476057,-1.6871867
-0.6845785,1.561561,1.0845942,-0.61977875,-0.086060755,0.38676775,-1.0137908,0.3516593
-1.5374988,1.7106717,0.8897223,0.19356956,-0.11271825,0.28961837,1.6302147,0.9354215
-1.4633778,0.2930115,0.76313037,1.2155893,0.39780676,0.06589341,-0.6168533,1.5741065
-0.07581369,-0.7348388,0.8296482,-0.62981296,0.06503336,2.701209,-0.19880582,-1.0145718
-0.59576195,0.74878097,0.53962255,-0.13400905,0.040813453,0.5773166,-1.8093067,0.46934274
-0.37294555,-1.4646906,0.3482711,1.3431611,-1.5935961,2.4002132,-2.432308,-1.729162
-1.5104486,0.6000612,-0.4167504,-0.7228412,-0.10211511,2.609779,1.5359821,1.4726183
0.9968143,-0.81815535,0.3341685,1.1242173,-0.06662567,1.3164923,1.7757051,1.7352003
1.3065308,1.0677457,1.0506747,0.82621765,-0.08199282,-0.07640493,-1.13815,1.0094197
0.13780726,-0.08705866,-0.28773847,0.09809075,-0.13744749,0.7856227,0.40056762,1.8334037
-1.0823172,0.3163113,0.47559044,0.07447285,-0.08917318,-0.18975115,-0.7770477,0.54714125
0.019094534,0.099515066,0.080919586,0.98866737,0.043141168,1.7112279,1.6061962,-0.63140297
1.5736998,-1.3107617,0.9499967,-0.14618911,-0.08436973,3.9473605,-0.49249533,-1.5887532
1.3418005,0.08439722,0.7378802,-0.7872313,0.054478496,0.9988918,0.93512285,1.2432132
-0.5760072,-1.7010505,0.23818025,0.22631218,-0.44506562,0.36745644,-2.148256,0.41528082
0.81090087,-0.5218164,-0.001591536,-0.36720803,0.09333633,0.21677029,-0.76500875,0.53902256
-0.09027448,0.85917276,0.054864254,0.6489698,0.13409138,3.2833526,-0.15288596,0.029380925
-0.01606413,-1.0143608,0.71238744,-0.5339987,0.13401233,2.701513,0.37809658,-0.0674359
-0.21103097,-1.3490252,0.66522634,-0.8613882,0.055198386,0.71867025,-0.0746578,1.628711
0.2175878,-0.55863386,1.0770115,-1.2289885,1.1530185,1.1108856,0.49176636,1.8610303
0.6395756,-0.53148824,0.2933946,-0.39718693,-0.46006382,0.4760872,0.1139721,0.8296585
1.3021138,-1.3207053,0.44195825,0.47503737,-0.071502686,0.48483455,-0.9523831,1.4490844
-1.8153454,-0.5917797,0.324297,0.110908754,-0.1991765,1.9662575,-1.76514,1.4250023
-1.4436779,0.9116366,0.55555785,-0.90602505,-0.25008857,1.0945773,-0.36840206,0.033737667
-0.9324784,-0.108394355,0.96244824,0.462447,0.22386968,1.4165595,0.43373054,-0.24759743
1.4732115,1.5116748,-0.64056504,0.6159486,-0.1758854,1.2546315,0.3930877,1.7841678
0.9035635,-1.5609272,0.7461608,0.33693856,0.77938944,1.8108287,0.276036,-0.28617078
-0.2617607,1.4311005,-0.6289869,-0.6067727,0.7764913,2.895801,-1.2684081,-1.5339652
-1.6063007,1.3063157,0.25101793,-0.46308592,0.18021023,0.83224714,0.33484408,0.9582221
0.5330139,-1.0053288,1.1879046,-0.32861456,0.26032415,1.2393352,0.4841282,1.5160961
-1.5457155,-0.089415714,0.74377036,-0.35509694,-0.32716638,0.73417276,-0.73933834,1.5919447
-0.71057326,-1.1079019,0.46392363,-2.2948105,0.42391396,0.930458,0.6952483,1.7716647
1.1091312,-1.5502983,0.9344825,-0.2777121,-0.23237687,0.3705517,0.013190613,0.6070924
0.35594773,0.9668708,0.9262983,-0.1141861,0.08532284,-0.14844322,0.5312913,1.6006397
-1.423935,-1.376268,-0.8719924,-0.012885273,-0.13252056,1.3242021,0.8548853,-1.6895607
1.0436279,1.5571485,0.090530016,0.28654325,0.0713293,2.5958817,-0.20137994,-1.6492239
-0.085511275,0.506123,0.0067559313,0.15906796,0.3177809,2.7112834,-0.79585767,-1.648505
1.2928884,-1.2814422,0.87775373,1.8950452,0.027367346,1.888022,-0.6258293,1.6809678
-0.8547872,-0.75777173,0.05965243,-0.9552705,-0.0058733816,2.3261828,-1.5898994,0.52079695
0.062184755,-1.4941148,0.21903056,0.3698406,0.15424785,1.2332621,1.2036109,0.21552478
0.49909803,0.856677,0.99351716,-0.11738448,-0.031675793,0.1359775,-0.342419,0.7195916
1.4215924,0.7284597,-0.043777585,1.7901189,-0.020293077,0.8689896,-2.0409293,1.2441529
-0.16376369,-0.87263757,1.1923021,0.85322267,0.85513645,2.0398877,0.39361593,-0.30082268
0.9751069,1.3440049,0.765909,-0.33302438,-0.45419407,0.16140163,-0.036334023,0.5142491
0.6358706,1.8686016,-0.5114342,-0.8032013,-0.03257072,1.3973144,-0.75161487,1.218664
1.0516745,-1.2959205,1.151888,-0.1968447,-0.39048454,1.029767,0.7391456,1.8425735
-0.75709856,-0.859854,0.9515354,1.2603451,0.33262336,2.9902358,-0.7897575,-0.84230864
-1.3966603,-0.99786615,-0.039464083,1.5259416,0.040255856,1.9403075,0.57884943,-0.76073086
0.3090516,-0.7631955,0.5484196,-0.9487386,0.069588184,1.7939446,-0.87810457,1.2564813
1.1076902,-1.3353038,1.1030598,1.4042237,0.6003679,1.1420975,1.2488142,1.7650936
1.3565593,0.17801373,1.1474459,0.37146094,-0.12650748,0.5106864,-0.9340152,0.359192
-0.98989856,-0.7677715,1.2287048,0.5397999,-0.49243325,2.131952,-0.33474505,-0.3920032
0.97404915,1.322461,0.6613448,-0.8292538,-0.16264138,3.082187,-1.867417,-0.117133185
0.46134475,-0.61066306,0.4315771,0.89730316,0.015158146,0.5697675,0.27011108,1.1391056
0.5129707,-0.6265138,0.9862732,1.2783167,0.39326304,0.31044447,-0.38970578,0.9518382
0.95219654,-1.3860393,0.6576128,1.5767602,1.3580593,2.7951634,-0.42437747,-1.3852917
0.5784735,-0.9456638,1.2663296,0.18490957,-0.06434762,-0.2282288,0.07686944,0.19648774
-0.7070842,-0.94206434,1.2130036,-0.079261936,0.22835216,0.5830363,-0.30384478,0.37202007
0.18086505,-0.41827953,1.0064399,-1.4270118,1.1486368,0.9709343,-0.00788989,1.6477127
1.3344978,-0.27370235,1.1746918,-0.2437645,-0.08790993,1.277531,-0.58079594,-1.8388019
-0.9878195,-0.44350222,0.6184572,0.07569629,-0.37749362,2.3765364,1.0783298,-0.24776818
-1.1390429,-1.0477934,0.786767,-0.018778022,-0.1597027,0.8003313,2.203505,1.5485803
0.3427128,-0.08910939,-1.3511968,0.1398559,-0.11726818,0.33165467,-0.83783054,0.16780889
0.7028433,0.45973772,0.90992796,-0.25157535,0.12859273,0.9163756,0.2711126,0.18572065
-1.4781456,-0.13113774,-0.40594685,-1.8692567,0.12193209,2.741171,-2.1973286,-0.590388
0.893499,0.41596982,0.8665651,0.36566243,-0.2199535,1.0385019,0.01577963,1.5450681
1.6664119,1.59766,0.64666456,-1.2117937,-0.06684729,0.8763275,0.06498772,-0.050589003
0.409641,-1.6479245,0.73144996,-0.14521247,0.023385974,1.2278923,0.99034756,1.0456492
-0.5599796,1.2638856,0.08782517,-0.9287788,-0.5350196,1.2600522,-0.56023914,1.7891923
-1.5104614,0.70027834,-0.5276497,0.25460967,0.07886331,0.8797517,-0.10221911,1.2226614
-0.105817825,1.2099246,1.0467572,-0.7258692,-0.015806263,1.6090238,0.5515362,1.317074
1.0891647,0.58470935,1.1716834,-0.45834953,0.08469832,2.005888,0.9670205,-0.9551123
-0.8689057,-0.16564901,-0.05625137,-1.3872145,0.156969,3.2471237,0.2035408,1.7007344
-0.019925322,-0.50960046,1.3156084,0.20488957,-0.099014156,1.584712,-0.20666422,-0.07551706
0.7097362,-1.0876111,1.1467966,-0.6328837,-0.413681,1.3527709,1.0394682,1.5832199
0.1251361,1.1324335,-0.6429074,-0.16535345,-0.00470915,0.7936828,1.0148371,-0.19081402
-1.4772843,-0.2924405,1.0979567,0.59926426,-0.23711197,1.2091452,0.47006947,1.7435265
0.64012235,0.52815837,1.063489,-0.66804713,0.27199715,0.6591301,-0.5777977,1.7498056
-0.2500693,-0.6301186,1.1135525,2.1342366,0.27627584,0.4264028,1.1553974,1.0403713
1.3099163,-1.8968164,1.266765,1.1831132,0.06773841,1.6583556,-1.2716877,0.18730305
0.06979523,0.41970715,0.8623169,0.79417926,-0.26813474,1.1635307,0.34698084,1.6535635
1.3598969,-1.1642809,0.62029827,-0.06338897,0.29266137,2.0191636,0.14469242,-0.39376208
-0.5930974,-1.1840266,1.2698882,-1.2457728,0.6757591,0.93220335,-0.054431353,1.7496239
-1.9765564,1.4570192,-0.5507094,-1.0403433,0.037843976,0.2790444,0.05031565,0.8839557
-1.9638062,1.1591685,0.5025692,0.08502637,-0.22032039,0.11609423,0.12764731,0.45156717
0.34959763,-0.8091337,0.3440056,0.5789544,0.46482554,0.96066606,-0.0070545995,1.6455781
-0.053545654,1.746202,0.66660434,-0.38582724,0.47063935,0.9842454,-0.343391,1.6311871
0.53141046,0.43588415,-0.1317684,0.5371891,-0.3752714,1.3202059,-0.90530175,1.8522868
-1.0671599,0.90746737,0.98929346,0.31307626,0.016925747,0.52427506,0.9359968,0.32869023
0.31421173,1.5999622,0.15249534,1.3541316,-0.06969935,1.0932311,-2.5782351,1.2218605
0.77011305,0.88856226,0.16454339,-0.5012731,0.102112144,-0.20219398,0.85050553,0.87296563
-0.8771488,-0.026715739,1.239298,-2.091603,0.49258858,0.079354405,-0.30494422,0.34240857
-0.5638503,0.86919224,0.303837,0.52257997,0.14591245,3.3408682,1.1426997,-1.391803
1.600043,-1.2381754,0.6673761,0.2914159,0.11349514,1.1063756,-0.5335287,1.7011102
-1.2087631,-0.99678403,1.1025677,-0.40470886,-0.35946506,0.69825405,-1.1591339,0.98284894
-1.2021928,0.3765398,0.064213715,-1.0869224,0.013583184,1.839843,-2.4353151,-0.20378612
-0.13284151,-0.7870031,0.985971,0.94109195,-0.060002774,0.68737173,0.22400524,1.617231
-1.5734105,0.39425728,0.76302415,-1.355982,1.4683081,0.41648817,-0.088161625,0.4774239
-0.09498976,-0.95528966,1.0144165,-0.62850386,0.044296164,0.7206432,-0.3575784,1.4547956
-0.57039195,-1.2032171,1.0973542,-1.3909249,-0.5263817,1.0232751,-0.77908075,-0.10316887
1.0493052,-1.4746094,1.0883945,0.8953027,-0.95697737,1.3115672,0.34951687,1.8238274
0.95456266,1.0535895,0.3354412,0.36446968,0.014370918,1.2379875,1.3079742,1.3089314
-0.47200984,-0.22074592,0.2866494,2.397516,-0.0562189,0.7432188,0.6314933,1.5628082
-0.7740395,-0.075305805,1.1620115,1.0077833,-0.045014832,2.34081,-0.83693904,-1.0532849
0.5997951,0.8333648,0.53213096,-1.0781816,0.021285828,2.1395292,0.120316096,-0.6254285
0.8637169,1.0248146,0.578054,1.9249852,0.16417496,-0.522437,0.16351165,0.400798
1.4700028,-0.091669954,0.99290234,-0.89987576,0.46487594,1.2117434,1.152284,1.5954256
-0.057291307,-0.39739686,0.14497358,0.8785098,-0.15572219,2.527962,-0.79509515,-1.4379797
-1.2095435,-0.88191724,0.5457778,-0.066496305,-0.0017347593,1.0519481,1.4354506,-0.25706476
-2.2180676,1.0407275,0.91888064,0.6952363,-0.10866435,0.5299109,-0.5426139,-0.008773927
-0.8072904,-1.667389,0.8802568,0.0020740922,-0.28180265,2.7193785,-0.18497318,-1.1056788
-0.24144872,-0.9236234,0.6477698,0.046217885,0.03395089,0.5288278,-0.11285598,0.1418393
0.65491396,-1.500101,0.983665,0.1744771,0.49841052,0.7052191,1.6092801,0.19757389
0.7839117,0.2547594,1.087821,-0.175736,-0.21420844,0.8839259,-0.7154825,1.0716938
-1.7743708,-1.6250733,0.9641697,0.09042925,0.15132442,0.62845093,-1.091172,1.1986791
-0.22686224,-1.7380236,1.1023788,0.07396334,0.7612965,1.8209647,-1.1343691,-0.38123164
-1.3819504,-1.4856168,0.86051613,1.0871643,0.3129771,1.0919956,-0.52060425,1.2003261
0.4690365,0.37879935,1.3128759,-0.0177589,-0.004443263,1.1060596,-0.02483554,0.008491049
-1.122758,1.8041505,0.7000803,-0.42190614,-0.3193085,1.6974258,0.23053461,-0.3714104
0.9937146,0.5860957,-0.10889944,-1.0821129,-0.08597352,0.90898794,-1.2967733,0.7957701
1.4241252,-1.2267131,0.7819911,0.19401455,0.04944918,-0.03853464,-0.33632025,0.8886982
-1.342402,1.3170096,1.102906,1.6313995,0.7689186,1.9812841,1.9180137,-0.1727132
-0.90792423,1.338341,1.169753,0.7375049,-0.36476734,1.1790354,-0.86421824,1.5982205
1.784712,1.3850805,0.7111729,-1.3016193,-0.2289695,0.53542554,-0.12354534,0.07124136
-0.71912277,-1.2968743,0.32032695,-2.2239404,-0.7663001,1.2040576,0.8778591,1.7875154
-0.73327005,0.14393595,-0.40286025,-0.76967955,-0.04159127,2.473865,0.74223226,0.5617124
-1.29896,1.0322704,0.53989637,-0.80127037,0.2014176,2.2058163,-1.6830182,0.4544476
1.1206256,-1.1178579,0.22801067,0.27638155,0.26960924,0.088861346,-1.0052557,0.5349529
0.32552424,-1.5019095,0.9365841,-0.5432672,0.2905302,1.1283832,-0.8358465,1.7489629
0.43838266,-1.0006928,1.1465904,-0.3406492,-0.48830426,0.41711807,-1.853166,1.2089087
0.7697087,0.7959007,0.7513838,1.3952367,-0.18468235,0.2083497,-1.536312,0.0534167
-0.41816255,0.7101594,0.49799743,-0.58924025,-0.105166145,2.390614,0.36888131,-0.6682291
-0.74629635,-0.35342586,0.2859273,-0.5812102,0.08800909,2.9302058,1.0821004,-0.023694718
0.3204002,-0.88706857,0.78726274,1.0472331,-0.008167668,3.3885856,-1.219538,-1.2468483
-1.1790369,1.3474907,1.0381958,-0.81183606,0.079044685,-0.06549132,-0.7536383,0.8182555
-1.3455442,-0.54505605,1.0629911,-0.3203058,-0.20846218,-0.27852452,1.3546596,0.49442664
-1.4281299,0.8924309,0.62055063,0.66634494,0.14463015,1.356036,0.33311465,1.7451862
0.18042268,-1.5592717,0.8574793,0.08026801,-0.13755818,2.0760932,-0.9224956,-0.7778078
-1.3823344,-1.1160742,0.81003654,-0.8831558,-0.3009981,1.5572608,1.1519349,1.6858644
-1.4910133,-0.07108288,0.9121721,0.14738567,0.45775187,0.054872036,-0.681439,1.0637606
-1.5192496,1.273623,0.80094755,1.1270722,-0.036485795,0.86618054,-0.20119068,1.4767135
-0.26891488,-0.19918594,-0.043875627,0.8905542,0.13492973,0.75785524,-0.7059984,1.0181361
0.07446935,-1.5006042,1.0730889,-0.41434422,0.683263,1.2531493,-1.7833018,1.5221722
-0.9711494,-1.8154683,0.55642253,0.010170014,0.19479017,-0.42296076,-0.8297106,0.06722008
0.5968165,1.0341601,1.2000918,-0.9494667,0.1610783,0.53229606,-0.28341246,0.77351105
0.98853034,-0.54063934,1.030478,-0.4605806,-0.0015858389,1.0255511,-0.43764547,1.2318416
-0.4307633,0.60680217,-0.36163247,-0.45453823,-0.049151417,0.39098465,1.6819602,1.2125025
-1.3120968,-0.6512254,0.42830268,-0.11656494,0.32076994,2.1877203,0.9951656,-0.24889754
-0.2788337,-0.6347226,0.6015555,0.69232017,0.24909744,0.60867435,1.7355919,0.9972541
-1.4557394,0.7199799,1.2315869,0.5541253,-0.5926747,1.5560138,-1.2651865,-0.34882003
-0.22227675,-0.5346948,0.25005537,-2.697252,0.75814545,0.4748385,-1.5385243,0.50308377
-1.1187394,-1.3694555,1.0528768,-1.8476139,1.1821139,2.9846973,0.18147206,-1.6819674
1.0824809,0.5952558,-0.21849841,0.7111698,-0.23868248,1.3068926,0.14337727,-0.12842101
0.36725917,1.1233003,-0.5283195,0.3412119,0.21203448,1.1593548,-0.403408,1.8683981
-0.4633245,-1.4122815,1.1794745,0.6070698,-0.14654775,2.280173,1.0481784,-0.22708489
-2.114236,0.8353237,0.2823024,0.3621103,0.24384734,2.5048137,-0.6344946,-0.35263154
1.021811,-1.6485834,1.0915217,0.7288171,0.70479816,1.9988041,1.0686356,-0.16850571
-1.2179383,-0.68639034,0.21883196,2.2326367,0.5733752,3.3135712,2.7737627,-0.83426446
0.989668,-0.8764241,-0.38088083,0.74626464,0.7550931,2.4142854,-0.6064913,-1.6101619
0.09454503,-1.2955482,0.9202365,-0.07102473,0.20317012,1.338336,0.5135879,-0.49349126
-0.29442823,-0.9401699,0.77576756,1.6005443,0.16898338,2.4027133,0.3631169,-0.5020488
-2.0570548,0.42909276,0.9135109,-0.1602847,-0.27257782,1.0282587,1.5755304,1.241227
-0.5542025,0.9223066,1.2955396,0.54158413,-0.14956246,2.7362666,-1.2372266,-0.64416695
-1.5096588,0.2169365,1.0039045,0.47789574,0.091700405,3.2625942,0.92858875,0.13789193
-1.9678099,0.959617,0.07743705,1.2880204,0.32544553,1.3238641,0.62847865,1.6672802
-1.3005803,-1.823771,-0.15613894,-0.6905618,-0.41608423,1.9029825,1.4960433,-0.3692325
-1.177088,0.068454996,1.085836,0.66750276,0.2703815,0.59632456,-0.10532897,0.54319006
-0.9677815,1.186981,1.2179003,-0.42557383,-0.069019735,1.2377384,0.520144,0.5909458
1.5260009,0.07898637,0.94005597,-1.3110498,-0.033820033,0.440647,-1.6982492,0.37559393
-1.0253992,-0.1883715,-0.2061818,-1.1862447,0.00087811524,1.4378389,2.6347852,1.9685037
-1.5674207,-0.73598766,0.07575814,0.26854116,-0.08278281,2.0145855,1.0521479,1.3301687
0.7787753,-0.8364066,1.2068163,0.6969027,-0.09776311,1.8768629,0.032523535,0.0140938
0.52528834,-0.51775163,1.0442752,0.096804984,-0.5626331,2.4154096,0.14565742,-0.5053568
-0.45893258,-1.2740843,0.17354982,-0.72402215,0.25084624,0.75894165,-0.24926764,1.7173294
-0.8100519,1.0854284,-0.07867794,-0.1592753,0.073344596,1.0859855,-0.23138236,1.6993839
-1.1981347,1.1202168,1.0015666,0.16430771,0.20328788,0.1676898,0.6821854,0.28652328
0.7645976,-0.23376119,1.0815935,-0.3052448,-0.023766968,0.6255116,-0.9184883,1.5501627
1.4647235,-1.2889577,0.3992669,0.15012138,-0.09285587,1.9855903,0.60896254,-0.41019145
-1.4480371,-1.0128125,1.1666726,-1.0478919,-0.13532382,0.67689854,2.042114,1.8042907
-0.396009,-0.20822538,0.42546654,-0.8056986,-0.0322793,3.0174441,0.7837938,-0.024421874
-0.6972386,-0.04478725,0.5496509,-0.053115983,0.13320105,-0.35756302,0.22431152,-0.22579978
0.66252756,-0.44369963,1.1720586,1.0037112,0.6547399,1.1351342,-1.2355552,1.6312072
-0.53826433,0.5856592,0.43357694,0.3149582,-0.089895464,3.5321531,-0.070384234,-0.23111129
0.6344618,-0.9358407,1.1260768,0.037624713,-0.10827924,-0.31614017,-0.4094281,0.23659672
0.3793997,1.4575634,-0.20743206,-2.3584387,-0.028764008,0.4760089,0.7950832,1.0283351
1.0198725,-0.31126484,0.8951182,-0.31774002,0.07098477,3.2986243,1.4939076,-0.87325466
1.0750693,-0.9351947,0.8217008,-0.27211863,0.0036187235,1.101929,-0.28255644,1.5522444
-1.4956048,1.4827851,1.809299,-0.6817071,0.028626146,-0.07705355,-2.1212523,1.2477723
-1.4349624,-0.732331,0.91534793,0.6616076,0.008424513,0.6164531,-0.042623162,0.38285202
-1.130188,-0.4946213,1.2010696,1.2524316,0.7335762,1.3169236,-0.79880756,1.1767741
1.2111832,0.29977512,1.2370553,-0.05272599,1.0972817,2.779716,0.052857727,-1.4227735
1.0940137,-1.2306923,-0.3796085,0.87419516,-0.07889739,-0.15271604,-0.7981533,0.7326481
0.22988823,-0.8262277,0.91661793,0.41809902,-0.24727106,0.16112423,-1.4993982,0.7319239
-0.053089574,-0.2149541,1.163405,0.63885075,-0.11787732,-0.25316763,-0.28231648,0.32151756
1.2052295,-1.2961763,0.607327,1.4136664,0.04065049,0.5959579,-0.9651494,1.9156817
-0.02201865,0.664068,0.3348347,0.44479793,-0.017316565,0.99668866,-1.214273,1.844194
0.037754238,-0.066873774,0.9363311,1.5831603,0.01061119,2.6540966,0.6678867,0.30655718
-1.3999197,-1.7971914,0.7333525,0.6169904,-0.19722784,-0.35235655,-0.9346817,0.48875186
-0.22940353,1.5069901,1.0725684,-0.5916725,-0.06196038,2.4057026,-1.1727998,0.022891724
-1.1874701,-0.31287414,0.7284116,-1.3020434,0.28893787,3.0829425,0.5810562,-1.0446906
-1.6408681,-0.4966643,1.2828115,0.37714088,-0.13806544,0.71109295,-0.15489902,-0.113044314
0.9095101,-0.14610532,0.8298185,0.14994894,0.0017744857,3.1875968,-1.8977448,-0.044512056
-1.2658644,-1.3603388,0.878033,1.0174643,-0.5422078,1.908463,2.0289705,-0.24536663
-0.92033744,-0.41018605,0.5062218,0.59622175,-0.55382437,3.10012,-0.7309375,-1.7186698
-1.0890293,-1.2833178,0.7912009,-0.8145057,-0.60578024,0.9001991,1.8185501,0.060379054
-0.80323416,-1.2814331,0.72260386,-1.0228044,0.05841227,0.9444718,0.20157732,0.0797171
0.9020275,-1.2756433,0.8580429,0.1859195,0.8302762,0.7569495,0.7324079,1.6117165
-0.67408144,-1.2731887,0.6129537,-2.6566856,0.07102094,1.2274396,-1.2979933,1.7826062
-1.4175991,-0.56719244,0.9129822,-1.0953912,-0.14960179,0.9236474,-0.008510761,1.8520308
1.2717973,-0.989187,1.0824214,0.4095961,0.26937076,0.18064594,-0.7774417,1.0034189
-1.1214186,0.22435597,0.8373637,1.0739326,-0.12940213,2.2834768,-0.05453768,-0.08136125
0.6726251,-0.69062954,0.91809034,-0.5928094,0.3580251,1.0066711,-1.3968697,1.6801536
-1.3437709,-1.8400357,0.77853966,-0.42917717,0.22951451,1.1174415,-0.32551152,1.0877934
0.5259483,-1.3825555,1.0191783,0.24460864,-0.036551576,1.8259538,-1.1110224,-0.21404293
0.3483407,-1.530526,1.1842984,0.40317988,-0.4479424,0.6372491,0.04374433,0.6860616
0.30691406,1.2590212,-0.41929188,-0.41327927,0.13141981,1.3664851,1.0032911,1.3091397
0.010159622,-0.19006227,-0.197729,-1.4067572,-0.008144654,0.96489966,-1.0869763,1.2360986
-0.28334853,2.1645644,-0.8903347,-0.3442896,-0.079697296,1.4927918,0.2899129,-0.4982561
-0.52378005,-1.744244,0.758719,1.2716098,0.8019007,0.6425058,0.50956017,0.52677065
0.36831155,0.49241617,0.8267051,0.76968837,-0.20507322,-0.40462494,-0.2942957,0.51882464
-0.2900339,-0.1540639,1.1337813,-0.4410364,0.12663387,1.4683372,-1.4840516,-0.41527665
-0.958347,0.30808118,0.42832384,-0.036107823,0.08444379,1.1220242,0.9248443,1.2306647
1.1363199,-1.5403247,0.6636356,0.8004623,0.3590589,1.0586822,-0.35312387,1.4332813
0.27313158,-1.436225,1.2302216,-0.37483403,-0.67012674,1.9426587,-1.5277675,-0.121011876
-0.8411049,-0.40385854,0.70188755,0.41073653,-0.052209385,0.8782505,0.89010155,1.9831028
-0.99963164,-0.27822253,0.75149506,-0.47872704,-0.67777604,0.28302133,-0.25649852,0.43745217
-0.4598974,-1.8124005,0.72200036,-0.87762046,0.12786683,1.7956889,-0.9960094,-0.81779295
-0.35617593,-1.1853197,0.8420551,1.2497928,-0.25443804,1.5308739,0.08784071,-0.61479
0.34073058,-1.2323785,1.1576959,0.22830664,-0.4845789,2.1333587,0.34826434,-0.3349375
1.3217793,1.927579,0.23989129,-0.811298,0.111495204,1.9946009,0.4373157,-0.7803222
